# Shops of Dereth: one row per thing a vendor has for sale.
# vendor_wcid,vendor_name,cell,x,y,z,item_wcid,item_name,item_type,value
# Cells are hex; the x/y/z are the vendor's, local to the cell's
# landblock. item_type is hex ItemType bits (ac_world::item_type), so
# comps are 1000, missile weapons 100; value is the item's base pyreal
# worth, which the vendor marks up by the sell rate in vendor_buys.csv.
# A vendor's stock is endless: these are the kinds sold, not a count.
# Regenerate with reference/scripts/data/vendors.sh (reads the ACE
# world database, the community's reconstruction of retail's server
# data; the client has no copy of its own).
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,8332,Alder Pea,1000,250
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,627,Alder Talisman,1000,5
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,4747,Alembic,4000000,500
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,765,Amaranth,1000,10
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,8284,Amaranth Pea,1000,1250
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,4748,Aqua Incanta,4000000,5
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,8333,Ashwood Pea,1000,250
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,740,Ashwood Talisman,1000,5
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,138,Belt Pouch,200,65
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,8334,Birch Pea,1000,250
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,741,Birch Talisman,1000,5
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,766,Bistort,1000,10
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,8285,Bistort Pea,1000,1250
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,8335,Blackthorn Pea,1000,250
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,742,Blackthorn Talisman,1000,5
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,8346,Blue Pea,1000,3125
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,1643,Blue Taper,1000,25
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,753,Brimstone,1000,5
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,8302,Brimstone Pea,1000,625
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,8347,Brown Pea,1000,3125
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,1644,Brown Taper,1000,25
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,754,Cadmia,1000,5
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,8303,Cadmia Pea,1000,625
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,8336,Cedar Pea,1000,250
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,743,Cedar Talisman,1000,5
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,755,Cinnabar,1000,5
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,8304,Cinnabar Pea,1000,625
9678,Abia bint Huda the Archmage,5B9C0000,112.6,116.8,14,8182,Cleanse All Magic Other,100000,3000
