# Spells that move health, stamina and mana about.
# spell_id,kind,a,b,c,proportion,loss,cap,name
# kind "boost": restores vital a by b to c points.
# kind "transfer": drains `proportion` of vital a into vital b, less
#   `loss` of it (negative is a gain), at most `cap` when cap is not 0.
# Vitals: 2 health, 4 stamina, 6 mana. The name is there to read by;
# the client matches on the id.
# Regenerate with reference/scripts/data/spell_vitals.sh (reads the ACE
# world database, the community's reconstruction of retail's server
# data; the client's SpellTable does not carry this).
5,boost,2,10,25,0,0,0,Heal Other I
6,boost,2,10,25,0,0,0,Heal Self I
7,boost,2,-4,-6,0,0,0,Harm Other I
8,boost,2,-4,-6,0,0,0,Harm Self I
9,transfer,6,6,0,0.25,0.25,0,Infuse Mana Other I
1157,boost,2,15,35,0,0,0,Heal Self II
1158,boost,2,20,45,0,0,0,Heal Self III
1159,boost,2,30,60,0,0,0,Heal Self IV
1160,boost,2,45,90,0,0,0,Heal Self V
1161,boost,2,55,120,0,0,0,Heal Self VI
1162,boost,2,15,35,0,0,0,Heal Other II
1163,boost,2,20,45,0,0,0,Heal Other III
1164,boost,2,30,60,0,0,0,Heal Other IV
1165,boost,2,45,90,0,0,0,Heal Other V
1166,boost,2,55,120,0,0,0,Heal Other VI
1167,boost,2,-7,-12,0,0,0,Harm Self II
1168,boost,2,-10,-18,0,0,0,Harm Self III
1169,boost,2,-16,-30,0,0,0,Harm Self IV
1170,boost,2,-23,-45,0,0,0,Harm Self V
1171,boost,2,-31,-60,0,0,0,Harm Self VI
1172,boost,2,-7,-12,0,0,0,Harm Other II
1173,boost,2,-10,-19,0,0,0,Harm Other III
1174,boost,2,-16,-33,0,0,0,Harm Other IV
1175,boost,2,-24,-47,0,0,0,Harm Other V
1176,boost,2,-33,-63,0,0,0,Harm Other VI
1177,boost,4,15,35,0,0,0,Revitalize Self I
1178,boost,4,20,45,0,0,0,Revitalize Self II
1179,boost,4,30,60,0,0,0,Revitalize Self III
1180,boost,4,40,80,0,0,0,Revitalize Self IV
1181,boost,4,60,120,0,0,0,Revitalize Self V
1182,boost,4,80,160,0,0,0,Revitalize Self VI
1183,boost,4,15,35,0,0,0,Revitalize Other I
1184,boost,4,20,45,0,0,0,Revitalize Other II
1185,boost,4,30,60,0,0,0,Revitalize Other III
1186,boost,4,40,80,0,0,0,Revitalize Other IV
1187,boost,4,60,120,0,0,0,Revitalize Other V
1188,boost,4,80,160,0,0,0,Revitalize Other VI
1189,boost,4,-7,-12,0,0,0,Enfeeble Self I
1190,boost,4,-7,-12,0,0,0,Enfeeble Self II
1191,boost,4,-16,-30,0,0,0,Enfeeble Self III
1192,boost,4,-23,-45,0,0,0,Enfeeble Self IV
1193,boost,4,-31,-60,0,0,0,Enfeeble Self V
1194,boost,4,-38,-75,0,0,0,Enfeeble Self VI
1195,boost,4,-7,-12,0,0,0,Enfeeble Other I
1196,boost,4,-10,-19,0,0,0,Enfeeble Other II
1197,boost,4,-16,-31,0,0,0,Enfeeble Other III
1198,boost,4,-24,-47,0,0,0,Enfeeble Other IV
1199,boost,4,-32,-63,0,0,0,Enfeeble Other V
1200,boost,4,-39,-79,0,0,0,Enfeeble Other VI
1201,boost,6,6,10,0,0,0,Mana Boost Self I
1202,boost,6,11,20,0,0,0,Mana Boost Self II
1203,boost,6,16,30,0,0,0,Mana Boost Self III
1204,boost,6,26,50,0,0,0,Mana Boost Self IV
1205,boost,6,38,75,0,0,0,Mana Boost Self V
1206,boost,6,51,100,0,0,0,Mana Boost Self VI
1207,boost,6,6,10,0,0,0,Mana Boost Other I
1208,boost,6,11,20,0,0,0,Mana Boost Other II
1209,boost,6,16,30,0,0,0,Mana Boost Other III
1210,boost,6,26,50,0,0,0,Mana Boost Other IV
